Tomato_ID,Tomato_position,Blue,Green,Yellow,Orange,Red,NIR,NDVI,GNDVI,RVI,Freshness_,Category
7393,4,71.19,67.26,53,36.18,27.87,512.3,0.8968,0.7679,18.3832,80.29,Fresh
7393,5,67.88,69.41,59.19,36.84,42.19,449.28,0.8283,0.7324,10.6499,69.1,Fresh
7393,6,53.66,65.39,68.01,28.23,58.01,428.65,0.7616,0.7353,7.3896,63.98,Fresh
7393,7,60.4,61.15,58.09,32.63,40.87,490.7,0.8462,0.7784,12.0064,73.1,Fresh
7393,8,48.64,56.67,42.67,33.09,43.04,486.99,0.8376,0.7915,11.3138,72.28,Fresh
7393,9,60.66,69.3,61.16,30.34,32.17,537.59,0.8871,0.7716,16.712,80.05,Fresh
7393,10,69.59,64.19,52.52,58.56,53.79,452.13,0.7874,0.7513,8.4061,66.02,Fresh
7394,1,30.71,29.73,30.01,138.37,139.6,133.45,-0.0225,0.6356,0.9559,22.92,Spoiling
7394,2,56.05,51.4,35.74,90.11,97.33,191.54,0.3261,0.5769,1.9679,34.87,Spoiling
7394,3,38.54,37.73,39.49,60.84,93.94,243.37,0.443,0.7315,2.5908,43.23,Spoiling
7394,4,25.8,25.17,19.48,82.83,114.44,158.12,0.1603,0.7253,1.3817,31.57,Spoiling
7394,5,43.73,43.13,53.25,82.99,120.35,200.88,0.2507,0.6465,1.6691,34.08,Spoiling
7394,6,25.96,39.21,43.32,107.38,114.59,242.79,0.3587,0.7219,2.1188,39.28,Spoiling
7394,7,40.41,44.03,33.87,96.99,136.34,174.34,0.1223,0.5967,1.2787,28.36,Spoiling
7394,8,34.54,39.39,25.24,101.84,103.57,218.74,0.3573,0.6948,2.1119,38.21,Spoiling
7394,9,28.44,36.24,38.05,95.43,117.62,207.01,0.2753,0.7021,1.7599,35.58,Spoiling
7394,10,48.85,52.12,42.25,99.41,113.26,241.09,0.3608,0.6445,2.1287,38.35,Spoiling
7395,1,19.88,27.62,26.13,118.17,150.9,109.1,-0.1608,0.5959,0.723,19.42,Spoiling
7395,2,31.64,28.6,39.64,120.8,143.7,143.25,-0.0016,0.6672,0.9969,24.61,Spoiling
7395,3,30.65,29.93,33.94,119.45,150.3,94.4,-0.2284,0.5186,0.6281,17.22,Spoiling
7395,4,31.54,30.27,35.2,110.48,140.06,134.69,-0.0196,0.633,0.9616,23.62,Spoiling
7395,5,22.59,25.35,33.05,88.18,122.1,167.52,0.1568,0.7371,1.372,31.73,Spoiling
7395,6,39.56,28.26,31.94,113.12,146.45,122.63,-0.0885,0.6254,0.8373,21.22,Spoiling
7395,7,51.84,44.41,54.68,87.75,117.47,153.29,0.1323,0.5507,1.3049,27.67,Spoiling
7395,8,21.47,10.23,27.05,143.33,169.45,76.43,-0.3783,0.7639,0.4511,19.32,Spoiling
7395,9,44.13,32.55,30.28,112.58,144.84,116.55,-0.1082,0.5634,0.8047,19.68,Spoiling
7395,10,39.79,44.46,40.75,94.36,122.75,121.85,-0.0037,0.4653,0.9926,21.51,Spoiling
7396,1,24.45,29.77,32.11,74.76,115.06,199.81,0.2692,0.7406,1.7366,36.27,Spoiling
7396,2,41.42,37.63,29.95,83.31,109.45,194.14,0.279,0.6753,1.7738,35.19,Spoiling
7396,3,41.48,44.32,37.81,106.82,126.74,229.85,0.2892,0.6767,1.8135,36.01,Spoiling
7396,4,42.22,42.75,31.03,89.57,101.59,207.85,0.3434,0.6588,2.046,37.17,Spoiling
7396,5,50.96,45.77,44.91,96.71,126.68,186.61,0.1913,0.6061,1.4732,30.93,Spoiling
7396,6,38.63,44.49,54.79,59.77,77.32,259.65,0.5411,0.7075,3.3582,46.72,Spoiling
7396,7,31.32,41.31,55.59,71.94,98.43,217.3,0.3765,0.6805,2.2077,39.23,Spoiling
7396,8,34.98,34.59,26.12,112.67,131.23,162.88,0.1076,0.6496,1.2412,28.16,Spoiling
7396,9,21.93,43.15,43.17,112.09,124.84,217.35,0.2704,0.6688,1.7411,34.82,Spoiling
7396,10,32.93,36.9,33.73,105.99,127.92,220.76,0.2663,0.7136,1.7258,35.6,Spoiling
7397,1,42.36,52.04,50.69,46.3,50.77,382.17,0.7654,0.7603,7.5267,62.05,Fresh
7397,2,46.03,49.71,43.89,68.95,81.95,365.47,0.6337,0.7605,4.4597,54.76,Fresh
7397,3,39.68,50.22,47.26,74.97,77.39,385.09,0.6653,0.7693,4.9759,56.82,Fresh
7397,4,45.98,43.07,39.88,52.55,76.29,390.82,0.6734,0.8015,5.1228,58.31,Fresh
7397,5,44.44,55.67,50.96,41.49,54.2,394.28,0.7583,0.7526,7.2739,62.2,Fresh
7397,6,57.68,59.08,48.44,59.34,62.28,456.32,0.7598,0.7707,7.3265,64.75,Fresh
7397,7,62.6,63.86,54.85,66.42,81.11,382.1,0.6498,0.7136,4.711,55.58,Fresh
7397,8,73.72,77.31,76.53,60.95,60.9,400.07,0.7358,0.6761,6.5688,59.95,Fresh
7397,9,42.27,45.31,45.57,63.87,62.41,356.75,0.7022,0.7746,5.716,57.6,Fresh
7397,10,38.67,40.37,29.86,69.19,68.58,413.82,0.7157,0.8222,6.0342,61.04,Fresh
7398,1,58.4,60.24,59.04,45.86,47.98,520.55,0.8312,0.7926,10.8483,72.93,Fresh
7398,2,59.62,72.74,65.99,30.97,25.85,495.54,0.9008,0.744,19.171,80.12,Fresh
7398,3,56.28,58.99,50.65,23.55,22.54,477.86,0.9099,0.7802,21.1989,80.74,Fresh
7398,4,45.11,54.44,62.53,43.49,44.5,455.82,0.8221,0.7866,10.242,69.33,Fresh
7398,5,51.46,57.41,44.04,45.15,39.65,505.26,0.8545,0.7959,12.7424,74.45,Fresh
7398,6,56.07,59.46,62.81,54.31,56.08,477.99,0.79,0.7787,8.524,67.71,Fresh
7398,7,65.74,82.56,99.18,40.65,47.55,566.48,0.8451,0.7456,11.9132,75.93,Fresh
7398,8,47.57,55.92,61.1,55.19,61.4,473.35,0.7703,0.7887,7.7087,66.38,Fresh
7398,9,61.51,63.82,56.84,50.9,45.11,477.55,0.8274,0.7642,10.5874,70.31,Fresh
7398,10,60.56,59.92,56.78,43.08,52.46,431.91,0.7834,0.7563,8.2335,65.29,Fresh
7399,1,35.56,48.64,45.61,99.6,116.59,228.11,0.3235,0.6485,1.9565,36.8,Spoiling
7399,2,28.86,36.13,34,83.03,110.98,204.24,0.2959,0.6994,1.8404,36.38,Spoiling
7399,3,34.31,49.29,40.37,93.83,87.25,256.59,0.4925,0.6777,2.941,43.77,Spoiling
7399,4,49.38,42.34,45.38,83.52,100.88,94.16,-0.0344,0.3796,0.9334,19,Spoiling
7399,5,27.22,29.49,28.95,96.62,117.93,199.49,0.257,0.7424,1.6916,35.42,Spoiling
7399,6,34.77,40.71,40.61,89.88,96.85,255.19,0.4498,0.7248,2.6349,43.08,Spoiling
7399,7,50.49,51.6,43.32,93.24,109.73,257.41,0.4023,0.666,2.346,40.68,Spoiling
7399,8,16.01,19.15,20.14,100.14,126.88,187.6,0.1931,0.8148,1.4785,34.26,Spoiling
7399,9,42.42,44.91,38.95,98.08,114.23,245.35,0.3647,0.6906,2.148,39.31,Spoiling
7399,10,37.08,42.11,49.46,113.35,128.55,236.62,0.296,0.6978,1.8408,36.59,Spoiling
7400,1,21.99,35.41,35.88,98.66,107.02,158.91,0.1951,0.6356,1.4849,30.77,Spoiling
7400,2,33.4,34.23,39.95,82.37,111.43,189.97,0.2606,0.6946,1.7048,34.85,Spoiling
7400,3,47.5,40.22,42.64,98.91,119.12,185.24,0.2172,0.6432,1.555,32.21,Spoiling
7400,4,46.43,37.4,36.42,93.41,99.65,259.04,0.4444,0.7477,2.5996,43.29,Spoiling
7400,5,41.56,40.07,27.73,77.42,111.32,208.3,0.3034,0.6773,1.8712,36.52,Spoiling
7400,6,41.85,43.86,47.28,102,121.7,189.14,0.217,0.6235,1.5542,31.93,Spoiling
7400,7,33.16,38.7,33.42,109.7,139.05,229.27,0.245,0.7111,1.6489,35.02,Spoiling
7400,8,44.65,41.01,38.08,103.88,121.08,261.6,0.3672,0.729,2.1605,40.33,Spoiling
7400,9,19.23,32.89,34.3,79.03,122.14,195.01,0.2298,0.7114,1.5966,34.38,Spoiling
7400,10,27.25,35.78,36.85,89.57,99.64,180.09,0.2876,0.6685,1.8073,34.8,Spoiling
7401,1,39.53,36.97,34.34,78.98,79.08,296.13,0.5785,0.778,3.7446,49.97,Aging
7401,2,51.32,57.59,44.78,76.64,115.4,275.24,0.4092,0.6539,2.385,41.74,Aging
7401,3,36.79,48.53,45.67,49.03,59.47,336.66,0.6997,0.748,5.6607,56.66,Aging
7401,4,51.38,48.28,36.3,97.53,102.72,279.67,0.4627,0.7056,2.7226,43.91,Aging
7401,5,50.97,44.22,41.74,75.27,89.79,278.13,0.5119,0.7257,3.0975,46.32,Aging
7401,6,37.86,51.13,40.32,72.32,84.98,318.88,0.5792,0.7236,3.7525,50.28,Aging
7401,7,55.49,50.97,36.96,108.68,119.8,296.88,0.425,0.7069,2.478,42.99,Aging
7401,8,40.45,46.07,39.63,71.32,105.02,312.15,0.4965,0.7428,2.9723,47.34,Aging
7401,9,44.86,41.63,30.35,106.76,131.28,260.07,0.3291,0.724,1.9811,38.89,Aging
7401,10,32.91,46.9,48.14,56.82,84.75,311.78,0.5725,0.7385,3.6788,50.32,Aging
7402,1,39.53,47.98,47.63,44.36,50.2,362.82,0.7569,0.7664,7.2282,60.87,Fresh
7402,2,42.13,48.36,46.5,51.43,58.14,417.88,0.7557,0.7926,7.1881,63.31,Fresh
7402,3,61.64,46.28,40.21,62.22,80.51,337.42,0.6147,0.7588,4.191,53.03,Fresh
7402,4,32.94,42.25,31.07,40.24,40.04,290.27,0.7576,0.7459,7.2504,57.6,Fresh
7402,5,49.18,54.57,47.81,75.47,78.16,380.41,0.6591,0.7491,4.867,56.11,Fresh
7402,6,48.94,55.15,57.5,60.85,67.48,372.29,0.6931,0.742,5.5168,57.5,Fresh
7402,7,55.72,59.67,61.36,58.57,72.45,399.66,0.6931,0.7402,5.5161,58.67,Fresh
7402,8,56.14,57.24,49.17,74.16,64.75,377.49,0.7072,0.7367,5.8298,57.99,Fresh
7402,9,40.67,36.86,35.13,69.55,83.92,372.19,0.632,0.8198,4.4352,55.69,Fresh
7402,10,44.37,44.05,38.73,39.61,72.81,355.6,0.6601,0.7795,4.8842,56.36,Fresh
7403,1,45.21,44.83,49.6,68.29,70.36,411.75,0.7081,0.8036,5.8523,60.4,Fresh
7403,2,56.2,62.25,72.58,60.5,69.61,365.68,0.6802,0.709,5.2532,56.26,Fresh
7403,3,61.75,60.42,54.22,60.13,59.24,404.15,0.7443,0.7399,6.8223,61.3,Fresh
7403,4,48.14,62.62,75.88,66.1,77.65,373.56,0.6558,0.7129,4.8109,55.47,Fresh
7403,5,54.62,62.35,62.83,39.98,62.25,405.18,0.7337,0.7333,6.5092,61.19,Fresh
7403,6,48.38,49.33,43.77,67.35,81.86,345.34,0.6167,0.75,4.2185,53.19,Fresh
7403,7,68.63,76.29,76.94,30.87,43.11,443.94,0.823,0.7067,10.2974,68.3,Fresh
7403,8,63.81,71.74,65.99,27.36,44.46,425.05,0.8106,0.7112,9.5612,66.65,Fresh
7403,9,43.86,56.91,60.26,72.79,72.77,411,0.6992,0.7567,5.6479,59.29,Fresh
7403,10,58.01,48.89,51.72,47.42,53.11,440.29,0.7847,0.8001,8.2896,66.13,Fresh
7404,1,47.51,51.39,61.28,83.32,109.29,240.17,0.3745,0.6475,2.1976,39.17,Aging
7404,2,45.95,53.93,52.58,93.53,129.22,170.53,0.1378,0.5195,1.3197,27.63,Aging
7404,3,53.8,43.18,51.85,103.64,118.76,230.54,0.32,0.6845,1.9411,37.2,Aging
7404,4,39.26,53.59,50.68,105.86,121.98,179.92,0.1919,0.541,1.475,29.57,Aging
7404,5,39.06,42.58,44.92,73.46,99.85,180.36,0.2873,0.618,1.8062,34.37,Aging
7404,6,26.52,35.8,28.84,106.99,132.34,173.26,0.1339,0.6575,1.3091,29.43,Aging
7404,7,51.85,53.07,42.92,100.37,112.85,240.62,0.3615,0.6386,2.1322,38.25,Aging
7404,8,46.56,40.82,43.64,100.37,119.21,190.61,0.2305,0.6473,1.599,32.79,Aging
7404,9,25.04,36.87,26.01,78.33,110.16,212.81,0.3178,0.7046,1.9318,37.5,Aging
7404,10,18.36,27.63,30.11,110.54,132.58,184.79,0.1645,0.7398,1.3938,31.85,Aging
7405,1,40.45,40.95,42.89,87.56,111.31,253.98,0.3906,0.7223,2.2817,41.13,Aging
7405,2,41.75,48.52,49.51,88.1,109.68,217.54,0.3296,0.6352,1.9833,36.73,Aging
7405,3,39.71,41.44,37.16,100.16,117.8,237.08,0.3361,0.7024,2.0126,38.26,Aging
7405,4,30.25,23.98,28.76,78.08,90.47,144.06,0.2285,0.7146,1.5923,33.14,Aging
7405,5,27.81,25.93,22.18,73.06,93.56,239.83,0.4387,0.8049,2.5633,43.8,Aging
7405,6,45.73,52.8,50.62,93.68,104.31,188,0.2863,0.5615,1.8023,33.24,Aging
7405,7,37.84,42.49,27,65.58,71.67,302.18,0.6166,0.7534,4.2164,51.57,Aging
7405,8,44.61,50.16,45.35,79.89,91.92,215.08,0.4012,0.6218,2.3398,38.86,Aging
7405,9,32.72,29.19,36.14,75.71,102.12,239.61,0.4024,0.7828,2.3465,42.23,Aging
7405,10,28.49,30.01,34.24,76.17,98.12,302.11,0.5097,0.8193,3.079,48.4,Aging
7406,1,42.27,46.18,42.27,71.1,82.94,298.73,0.5654,0.7322,3.6016,49.14,Fresh
7406,2,55.33,58.86,61.27,71.69,74.89,355.21,0.6518,0.7157,4.7431,54.45,Fresh
7406,3,51.39,56.45,57.19,65.58,80.78,350.02,0.625,0.7222,4.333,53.39,Fresh
7406,4,61.8,57.88,49.2,55.84,51.57,347.86,0.7418,0.7147,6.7448,58.53,Fresh
7406,5,51.19,54.4,48.1,73.11,82.31,375.12,0.6401,0.7467,4.5576,55.14,Fresh
7406,6,46.61,52.93,46.46,50.83,67.83,358.07,0.6815,0.7424,5.2792,56.64,Fresh
7406,7,46.06,40.98,39.17,62.98,78.55,401.66,0.6729,0.8148,5.1135,58.65,Fresh
7406,8,44.85,50.3,44.69,38.07,52.85,404.06,0.7686,0.7786,7.6448,63.59,Fresh
7406,9,54.05,61.91,59.12,57.27,74.99,329.49,0.6292,0.6837,4.3939,52.42,Fresh
7406,10,56.29,62.11,60.95,54.12,64.79,374.16,0.7048,0.7153,5.775,57.94,Fresh
7407,1,33.05,37.78,32.92,109.95,148.13,109.04,-0.152,0.4853,0.7362,17.84,Spoiling
7407,2,37.25,39.91,42.81,106.84,130.14,123.37,-0.0267,0.5112,0.948,21.32,Spoiling
7407,3,14.8,21.36,19.95,112.73,135.14,125.22,-0.0381,0.7085,0.9266,24.21,Spoiling
7407,4,51.25,45.39,35.78,115.12,150.67,114.04,-0.1384,0.4306,0.7569,17,Spoiling
7407,5,24.76,27.23,28.07,95.72,126.56,122.52,-0.0162,0.6364,0.9681,23.99,Spoiling
7407,6,29.7,31.58,27.75,115.17,131.51,160.14,0.0982,0.6705,1.2177,28.1,Spoiling
7407,7,30.85,40.03,37.95,123.48,141,94.25,-0.1987,0.4038,0.6684,15.54,Spoiling
7407,8,17.31,24.58,22.22,126.43,141.28,96.18,-0.1899,0.5929,0.6808,18.85,Spoiling
7407,9,27.65,32.01,39.7,119.11,145.94,103.66,-0.1694,0.5282,0.7103,18.13,Spoiling
7407,10,29.5,33.91,34.36,112.71,134.24,106.5,-0.1152,0.517,0.7934,18.76,Spoiling
7408,1,45.12,55.34,47.69,91.25,101.57,280.05,0.4677,0.67,2.7572,43.75,Aging
7408,2,53.45,45.06,54.35,98.07,98.87,279.47,0.4773,0.7223,2.8266,44.62,Aging
7408,3,28.87,33.75,24.36,59.56,89.76,297.84,0.5368,0.7964,3.3182,49.26,Aging
7408,4,46.65,53.01,51.01,63.13,72.15,344.13,0.6534,0.733,4.7696,54.48,Aging
7408,5,36.6,25.26,47.16,50.71,71.21,338.57,0.6524,0.8612,4.7544,56.21,Aging
7408,6,47.36,48.14,49.26,92.04,87.11,292.2,0.5407,0.7171,3.3545,47.33,Aging
7408,7,41.76,39.23,28.98,57.77,73.96,239.93,0.5287,0.7189,3.244,45.78,Aging
7408,8,28.78,40.33,39.1,67.21,92.85,287.74,0.5121,0.7541,3.0989,47.26,Aging
7408,9,28.76,33.27,70.85,61.39,99.26,294.19,0.4954,0.7968,2.9637,47.65,Aging
7408,10,48.69,52.62,47.29,75.67,88.03,342.52,0.5911,0.7337,3.8909,51.69,Aging
7409,1,32.48,37.22,46.74,47.39,62.78,380.22,0.7166,0.8217,6.0567,60.21,Aging
7409,2,40.17,44.49,34.51,57.86,88.04,305.26,0.5523,0.7456,3.4671,49.41,Aging
7409,3,41.87,52.54,44.09,81.25,103.56,339.96,0.533,0.7323,3.2829,49.3,Aging
7409,4,50.37,53.77,59.64,62.5,71.95,352.74,0.6612,0.7355,4.9026,55.2,Aging
7409,5,70.34,70.6,70.77,56.37,76.59,322.93,0.6166,0.6412,4.2162,51.15,Aging
7409,6,54.69,58.43,49.6,86.54,96.87,269.96,0.4719,0.6442,2.7868,43.28,Aging
7409,7,36.36,44.17,34.98,90.45,96.34,309.19,0.5249,0.75,3.2092,47.89,Aging
7409,8,65.43,58.81,16.22,93.17,99.55,340.65,0.5477,0.7055,3.4219,49.24,Aging
7409,9,42.97,90.89,52.75,88.4,92.24,284.36,0.5101,0.5156,3.0828,43.43,Aging
7409,10,68.79,69.83,72.97,58.91,92.75,327.77,0.5589,0.6487,3.5337,49.23,Aging
7410,1,38.7,47.05,41.89,83.53,86.83,368.79,0.6189,0.7737,4.2474,54.12,Fresh
7410,2,51.44,45.07,33.79,63.2,76.19,379.63,0.6657,0.7878,4.9826,57.12,Fresh
7410,3,50.58,58.96,60.61,46.06,64.03,427.22,0.7393,0.7575,6.6718,62.56,Fresh
7410,4,62.81,61.59,58.25,68.64,84.47,427.25,0.6699,0.748,5.058,58.63,Fresh
7410,5,74.31,82.11,75.76,42.21,45.91,494.64,0.8301,0.7153,10.7737,71.02,Fresh
7410,6,55.26,54.18,43.94,70.79,60.5,394.83,0.7343,0.7587,6.5262,60.37,Fresh
7410,7,65.45,56.31,54.19,25.18,46.24,431.79,0.8065,0.7693,9.3383,67.36,Fresh
7410,8,80.63,76.45,64.53,44.68,61.8,401.52,0.7332,0.6801,6.4967,60.3,Fresh
7410,9,55.98,51.76,46.51,66.18,74.58,378.29,0.6706,0.7593,5.0724,56.86,Fresh
7410,10,43.39,57.08,53.15,83.3,79.6,435.38,0.6909,0.7682,5.4699,59.8,Fresh
7411,1,43.28,40.72,44.83,108.92,147.63,142.36,-0.0182,0.5551,0.9643,22.5,Spoiling
7411,2,15.44,28.02,25.65,137.48,167.16,134.56,-0.1081,0.6553,0.805,20.73,Spoiling
7411,3,42.51,38.87,39.12,88.67,121.94,133.91,0.0468,0.5501,1.0982,24.72,Spoiling
7411,4,32.09,32.91,38.48,83.3,107.54,146.61,0.1537,0.6334,1.3634,29.59,Spoiling
7411,5,26.81,36.73,32.46,114.59,133.49,137.21,0.0138,0.5777,1.0279,23.65,Spoiling
7411,6,33.99,44.65,40.43,98.2,112.15,199.8,0.281,0.6347,1.7815,34.45,Spoiling
7411,7,39.36,47.37,44.21,100.71,128.97,137.95,0.0337,0.4887,1.0697,23.13,Spoiling
7411,8,30.54,33.81,29.56,112.05,123.5,143.26,0.0741,0.6182,1.1601,26.28,Spoiling
7411,9,43.73,44.14,49.24,105.35,130.99,194.6,0.1954,0.6303,1.4856,31.43,Spoiling
7411,10,36.45,40.91,44.84,113.39,151.5,112.17,-0.1491,0.4656,0.7404,17.47,Spoiling
7412,1,27.93,33.83,45.64,72.7,115.77,150.58,0.1307,0.6331,1.3007,29.25,Spoiling
7412,2,38.62,36.1,31.81,105.04,130.73,149.85,0.0682,0.6118,1.1463,26.28,Spoiling
7412,3,42.2,43.23,46.5,112.34,124.89,183.55,0.1902,0.6188,1.4697,30.66,Spoiling
7412,4,25.06,15.96,17.8,121.51,138.36,111.36,-0.1081,0.7493,0.8049,22.7,Spoiling
7412,5,27.86,21.62,10.35,137.08,146.3,113.98,-0.1242,0.6811,0.7791,20.94,Spoiling
7412,6,38.73,33.31,28.74,93.01,121.9,205.9,0.2563,0.7215,1.6891,35.31,Spoiling
7412,7,28.7,28.81,33.82,115.1,148.28,98.36,-0.2024,0.5469,0.6633,18.13,Spoiling
7412,8,25.23,28.54,29.46,92.97,126.26,204.42,0.2364,0.755,1.6191,35.18,Spoiling
7412,9,22.23,28.1,23.25,113.54,141.66,104.7,-0.15,0.5768,0.7391,19.34,Spoiling
7412,10,37.2,41.52,42.07,99.15,135.04,89.94,-0.2005,0.3683,0.666,15.48,Spoiling
7413,1,55.87,53.49,46.63,40.79,45.06,388.68,0.7922,0.7581,8.6267,64.02,Fresh
7413,2,55.78,58.74,50.29,57.4,72.22,371.19,0.6742,0.7267,5.1397,56.52,Fresh
7413,3,57.88,55.63,60.71,36.65,50.53,503.2,0.8175,0.8009,9.9581,71.37,Fresh
7413,4,44.7,52.23,56.33,64.31,72.75,407.77,0.6972,0.7729,5.6052,59.45,Fresh
7413,5,48.98,55.18,63.97,52.5,59.21,444.43,0.7649,0.7791,7.5059,64.78,Fresh
7413,6,47.95,52.38,54.3,58.97,53.38,429.93,0.7791,0.7828,8.054,64.88,Fresh
7413,7,41.26,47.62,49.87,68.46,81.21,489.68,0.7155,0.8228,6.0297,64.15,Fresh
7413,8,46.64,50.37,44.77,44.46,54.39,429.55,0.7752,0.7901,7.8971,65.05,Fresh
7413,9,50.5,56.46,56.26,72.02,69.91,404.58,0.7053,0.7551,5.7874,59.31,Fresh
7413,10,38.84,45.11,40.4,74.66,52.36,448.48,0.7909,0.8172,8.5649,66.44,Fresh
7414,1,45.46,44.35,37.44,103.96,110.5,232.17,0.3551,0.6793,2.1011,38.28,Aging
7414,2,48.19,48.11,49.41,84.73,93.1,248.01,0.4542,0.6751,2.664,42.37,Aging
7414,3,31.93,38.82,37.96,74.08,97.7,282.69,0.4863,0.7585,2.8934,46.1,Aging
7414,4,41.16,50.12,53.68,101.02,105.23,200.95,0.3126,0.6008,1.9097,34.87,Aging
7414,5,21.22,24.77,25.48,90.96,92.13,200.31,0.3699,0.7799,2.1741,39.61,Aging
7414,6,53.61,47.41,50.19,85.15,100.22,296.14,0.4943,0.724,2.9549,46.12,Aging
7414,7,54.68,54.7,58.8,87.08,101.03,230.2,0.39,0.616,2.2785,38.79,Aging
7414,8,52.99,48.23,54.22,85.99,97.99,216.25,0.3763,0.6353,2.2068,38.19,Aging
7414,9,39.39,45.21,42.5,81.79,96.17,226.82,0.4045,0.6676,2.3585,40.01,Aging
7414,10,32.62,35.1,42.63,83.48,106.19,264.93,0.4277,0.766,2.495,43.43,Aging
7415,1,21.73,29.27,26.78,68.38,79.42,291.68,0.572,0.8176,3.6724,50.38,Aging
7415,2,34.39,44.68,33.65,69.92,88.24,220.49,0.4284,0.663,2.4988,40.74,Aging
7415,3,40.07,40.21,40.74,62.76,85.6,288.36,0.5422,0.7552,3.3688,48.45,Aging
7415,4,40.2,46.56,36.2,82.19,91.49,277.09,0.5036,0.7123,3.0288,45.65,Aging
7415,5,34.38,38,37.54,69.31,99.11,286.66,0.4862,0.7659,2.8925,46.45,Aging
7415,6,53.08,46.63,36.99,85.4,95.59,279.42,0.4902,0.714,2.923,45.23,Aging
7415,7,33.04,37.25,29.27,103.29,117.87,287.46,0.4184,0.7705,2.4388,43.46,Aging
7415,8,27.58,39.32,40.86,65.38,94.85,244.78,0.4415,0.7232,2.5808,43,Aging
7415,9,51.99,56.25,55.12,57.09,78.82,326.7,0.6113,0.7062,4.1448,51.91,Aging
7415,10,34.74,41.64,45.16,76.83,108.21,302.48,0.473,0.758,2.7952,46.27,Aging
7416,1,42.6,43.64,43.44,139.45,143.46,81.38,-0.2761,0.3019,0.5672,12.51,Spoiling
7416,2,25.99,31.6,35.57,129.59,159.17,79.32,-0.3348,0.4302,0.4984,14.17,Spoiling
7416,3,27.52,26.59,28.5,111.94,155.94,121.57,-0.1239,0.6411,0.7796,20.83,Spoiling
7416,4,30.18,27.65,24.38,111.85,135.52,141.65,0.0221,0.6734,1.0453,25.62,Spoiling
7416,5,35.71,35.61,28.8,109.8,138.05,126.38,-0.0441,0.5603,0.9154,21.58,Spoiling
7416,6,29.58,38.77,35.59,113.39,143.2,129.08,-0.0519,0.538,0.9014,20.92,Spoiling
7416,7,33.23,42.3,54.47,93.59,124.64,133.97,0.0361,0.5201,1.0749,23.8,Spoiling
7416,8,42.82,43.48,31.65,114.46,142.42,94.33,-0.2031,0.369,0.6623,15.1,Spoiling
7416,9,20.1,29.24,30.61,93.91,139.53,121.38,-0.0696,0.6118,0.8699,22,Spoiling
7416,10,18,25.69,33.73,120.32,149.11,91.69,-0.2385,0.5623,0.6149,17.86,Spoiling
7417,1,49.64,68.65,66.45,41.03,47.64,472.58,0.8169,0.7463,9.9209,69.31,Fresh
7417,2,56.17,65.17,60.1,35.16,37.52,481.07,0.8553,0.7614,12.822,73.33,Fresh
7417,3,66.4,55.73,48.39,23.56,37.71,480.41,0.8544,0.7921,12.7389,73.8,Fresh
7417,4,33.81,34.49,40.7,41.1,53.95,410.51,0.7677,0.845,7.6085,64.54,Fresh
7417,5,62.66,66.57,70.11,32.28,37.68,456.95,0.8476,0.7457,12.126,71.38,Fresh
7417,6,45.72,54.85,53.53,50.1,48.59,464.03,0.8104,0.7886,9.5503,68.69,Fresh
7417,7,43.53,42.39,45.27,40.91,56.03,457.13,0.7816,0.8303,8.159,67.15,Fresh
7417,8,62.42,69.86,71.41,35.46,57.54,454.97,0.7755,0.7338,7.9067,65.76,Fresh
7417,9,55.83,59.56,55.23,18.51,14.75,533.27,0.9462,0.7991,36.1443,84.65,Fresh
7417,10,56.71,47.99,50.27,52.91,54.21,416.92,0.7699,0.7936,7.6906,64.04,Fresh
7418,1,34.97,30.72,30.03,113.07,120.68,160.1,0.1404,0.678,1.3267,29.54,Spoiling
7418,2,22.78,24.58,23.04,107.83,134.86,130.24,-0.0174,0.6824,0.9657,24.54,Spoiling
7418,3,24.33,26.85,30.36,111.4,139.68,150.68,0.0379,0.6975,1.0787,26.64,Spoiling
7418,4,32.66,33,32.51,137.21,170.49,121.08,-0.1695,0.5717,0.7102,18.43,Spoiling
7418,5,25.72,34.17,46.37,118.73,136.48,150.13,0.0476,0.6292,1.1,25.63,Spoiling
7418,6,27.74,30.33,20.24,120.62,150.22,85.7,-0.2735,0.4772,0.5705,15.96,Spoiling
7418,7,14.86,25.9,20.58,94.41,113.1,167.28,0.1932,0.7318,1.4791,32.59,Spoiling
7418,8,28.39,17.03,15.23,117.55,128.72,151.73,0.082,0.7982,1.1788,29.55,Spoiling
7418,9,20.24,32.02,30.88,115.37,137.63,154.82,0.0588,0.6572,1.1249,26.58,Spoiling
7418,10,42.47,38.94,40.21,112.2,124.96,192.29,0.2122,0.6632,1.5388,32.25,Spoiling
7419,1,40.69,42.67,42.06,66.34,79.86,349.57,0.628,0.7824,4.377,54.24,Aging
7419,2,41.8,48.17,44.23,97.47,108.87,269.94,0.4252,0.6972,2.4795,42.21,Aging
7419,3,52.3,51.95,39.4,72.82,85.39,313.72,0.5721,0.7159,3.6739,49.7,Aging
7419,4,51.41,62.88,62.18,77.35,85.4,329.3,0.5881,0.6793,3.8561,50.33,Aging
7419,5,46.93,44.02,38.91,60.84,82.41,324.46,0.5949,0.7611,3.9374,51.84,Aging
7419,6,52.46,48.26,37.11,78.21,82.94,302.1,0.5692,0.7245,3.6422,49.14,Aging
